0,Ability Description,Ability Name,Ability Tier,Cost,Skill Unit 1,,Multiplier,SkillUnit 2,,Multiplier,SkillUnit 3,,Multiplier,SkillUnit 4,,,Apply1,Apply2,Apply3,IconImage
807,,Activate Battle Mode,Null,5,InstantBoost,Draw,1,Buff,Element,3,InstantBoost,Charge,0,Protect,Direct,0,Exhaust,,,Power
808,,Red Ultimate,Null,2,Buff,Strength,4,Damage,Strength,7,Debuff,Fire,1,,,,Exhaust,,,Ultimate
809,,Black Ultimate,Null,2,Buff,Strength,4,Damage,Strength,7,Debuff,Injury,3,,,,Exhaust,,,Ultimate
810,,White Ultimate,Null,2,Buff,Agility,4,Damage,Agility,7,Debuff,MaxHP,1,,,,Exhaust,,,Ultimate
811,,Green Ultimate,Null,2,Buff,Agility,4,Damage,Agility,7,Debuff,Restrain,4,,,,Exhaust,,,Ultimate
812,,Blue Ultimate,Null,2,Buff,Intelligence,4,Damage,Intelligence,7,Debuff,Bleed,1,,,,Exhaust,,,Ultimate
813,,Tyranids Army,Null,2,Debuff,Venom,5,Damage,Intelligence,2,Damage,Intelligence,2,Sacrifice,Venom,3,Multiply,,,DarkSquad
814,,Long Thick Gun,Null,2,InstantBoost,Agility,3,Damage,Agility,7,Debuff,Injury,3,,,,Delay,,,ThompsonM1928
815,,Big Fat Punch,Null,2,InstantBoost,Strength,3,Damage,Strength,7,Debuff,Injury,3,,,,Delay,,,PunchBlast
816,,Create Iron,Null,1,Protect,Guard,1,Heal,Agility,3,Heal,Agility,3,,,,Combo,,,MetalPlate
817,,Create Brimstone,Null,1,Protect,Guard,1,Heal,Intelligence,3,Heal,Intelligence,3,,,,Combo,,,MetalPlate
818,,Symbiote Shield,Null,1,Sacrifice,MaxHP,1,Vulnerable,MaxHP,4,Protect,MaxHP,2,Heal,MaxHP,3,,,,AlienFire
819,,Symbiote Strike,Null,1,Sacrifice,MaxHP,1,Vulnerable,Agility,4,Damage,Agility,3,Damage,Agility,4,,,,AlienFire
820,,Symbiote Arcane,Null,1,Sacrifice,MaxHP,1,Vulnerable,Intelligence,4,Heal,Intelligence,3,Damage,Intelligence,4,,,,AlienFire
821,,Heat Blade,Null,1,Damage,Strength,5,Damage,Strength,1,Debuff,Fire,2,,,,Matter,Creature,,SerratedSlash
822,,Stun Saber,Null,1,Damage,Agility,5,Damage,Agility,1,Debuff,Thunder,2,,,,Matter,Creature,,LightSaber
823,,LN2 Beam,Null,1,Damage,Intelligence,5,Damage,Intelligence,1,Debuff,Water,1,,,,Matter,Creature,,RingedBeam
824,,Rip And Tear,Null,1,Vulnerable,Bleed,1,Damage,Strength,4,Damage,Agility,5,Debuff,Bleed,1,LifeSteal,,,Bite
825,,Dragon Smash,Null,1,Vulnerable,Strength,3,Damage,Strength,6,,,,,,,,,,HeavyFall
826,,Dragon Bullets,Null,1,Damage,Agility,3,Damage,Agility,2,Damage,Agility,2,,,,Direct,Action,,BulletImpacts
827,,Dragon Beam,Null,1,Damage,Intelligence,4,Damage,Intelligence,4,,,,,,,Direct,Combo,,RingedBeam
828,,Death Hat,Null,2,Buff,MaxHP,2,Heal,MaxHP,3,Debuff,Dark,5,,,,,,,TopHat
829,,Recall,High,0,Protect,Draw,1,,,,,,,,,,Exhaust,,,Idea
830,,Fancy Talk,High,0,Debuff,Strength,1,Debuff,Agility,1,Debuff,Intelligence,1,,,,Combo,,,Convince
831,,Nanjo Rage,Null,1,InstantBoost,Charge,0,Buff,Charge,0,Buff,Agility,1,,,,Exhaust,,,Power
832,,Elemental Fang,High,1,Damage,Agility,5,Damage,Strength,3,Debuff,Bleed,1,Debuff,Element,2,,,,Bite
833,,Create Bacon,Null,1,Protect,Guard,1,Heal,Strength,3,Protect,Strength,3,,,,Combo,,,Bacon
834,,Create Bread,Null,1,Protect,Guard,1,Heal,MaxHP,2,Protect,MaxHP,2,,,,Combo,,,SlicedBread
835,,Corrode,Null,0,Debuff,Fire,1,Debuff,Venom,5,,,,,,,,,,GooExplosion
836,,Feathers Opening,Null,1,Protect,Guard,1,InstantBoost,Certain,1,Sacrifice,Light,,,,,Exhaust,,,LibertyWing
837,,Desire Impale,Null,2,Damage,Restrain,0,Debuff,Restrain,5,Sacrifice,Restrain,7,,,,LifeSteal,,,FastArrow
838,,Guilty Or Innocent,Null,2,Debuff,Strength,3,Debuff,Agility,3,Debuff,Intelligence,3,Debuff,Element,4,Exhaust,,,Scales
839,,Seduce,Null,0,Debuff,Strength,1,Debuff,Intelligence,1,Debuff,Confuse,1,Debuff,Insane,2,,,,FemaleLegs
840,,Lust Unleash,Null,2,Damage,Insane,0,Debuff,Fire,2,Debuff,Confuse,2,Debuff,Insane,5,,,,Power
841,,Unreasonable Confidence,Null,2,Protect,Element,2,Buff,Charge,0,InstantBoost,Charge,0,InstantBoost,Certain,1,,,,EmbrassedEnergy
842,,Dignity Thunder,Null,2,Damage,Intelligence,3,Damage,Intelligence,5,Debuff,Thunder,2,Debuff,Fire,1,Thunder,Buff,Draw,LightningDissipation
843,,Endless Wrath,Null,3,Vulnerable,Fire,2,Discard,Strength,3,,,,,,,Sacrifice,,,Enrage
844,,Fate Swap,Null,1,Sacrifice,MaxHP,1,Sacrifice,Buff,0,Sacrifice,Debuff,0,Buff,Guard,0,,,,CardExchange
845,,Mad Feast,Null,1,Damage,MaxHP,1,Damage,MaxHP,1,Damage,MaxHP,1,Debuff,Insane,3,LifeSteal,Creature,,MouthWatering
846,,Bad Breath,Null,0,Debuff,Dark,1,Debuff,Earth,1,Debuff,Venom,4,,,,,,,BadBreath
847,,Self Pity,Null,1,Heal,MaxHP,4,Sacrifice,Injury,5,Sacrifice,Restrain,8,Sacrifice,Insane,6,,,,Depress
848,,Contagious Snore,Null,0,Protect,Injury,0,Debuff,Slack,1,Debuff,Restrain,3,,,,,,,Sleepy
849,,Blue Wisp,Null,1,Damage,Intelligence,4,Debuff,Fire,2,Debuff,Confuse,1,Debuff,Insane,4,,,,AlienFire
850,,Void Sphere,Curse,1,Buff,Element,1,Debuff,Insane,10,Sacrifice,Element,3,,,,Curse,,,CagedBall
851,,Let's Play A Game,Null,2,Debuff,Strength,5,Debuff,Agility,5,Debuff,Intelligence,5,Debuff,MaxHP,3,,,,Silence
852,,Cut Throat,Null,1,Vulnerable,Bleed,1,Damage,Agility,4,Debuff,Bleed,2,,,,,,,Decapitation
853,,Cruel Mock,Null,1,Vulnerable,Injury,2,Debuff,Dark,3,Sacrifice,Dark,1,Sacrifice,Insane,4,,,,SharpSmile
854,,Fancy Tricks,Null,1,Protect,Intelligence,3,Debuff,Wind,1,Debuff,Confuse,1,,,,Multiply,,,MagicTrick
855,,Ambush,High,1,Vulnerable,Protect,3,Damage,MaxHP,2,Damage,MaxHP,2,,,,,,,EvilHand
856,,Psychic,Master,2,Damage,Intelligence,8,Sacrifice,Dark,2,Sacrifice,Wind,1,,,,,,,Focus
857,,Vorpal Thrust,Medium,1,Vulnerable,Protect,5,Damage,Agility,5,Damage,Bleed,1,,,,,,,PiercedBody
858,,Anime Love,Null,1,InstantBoost,Strength,5,InstantBoost,Agility,5,InstantBoost,Intelligence,5,,,,,,,Charm
859,,Refuse Working,Null,0,Protect,Element,1,Debuff,Slack,1,Sacrifice,Slack,1,,,,Exhaust,,,Silence
860,,All Element Gift,Null,1,Buff,Element,2,Damage,Null,500,Debuff,Element,3,,,,,,,EmbrassedEnergy
861,,Auto Recovery Gift,Null,1,Buff,Element,2,Protect,Null,100,Heal,Element,2,,,,,,,ActionHeal
862,,Weapon Master GIft,Null,1,Damage,MaxHP,1,Damage,Strength,3,Damage,Agility,3,Damage,Intelligence,3,Combo,,,SwitchWeapon
863,,Unkillable Gift,Null,4,Sacrifice,MaxHP,5,Protect,Direct,0,Protect,Null,350,,,,Exhaust,,,EvilWings
864,,Chaos Power Gift,Null,2,Damage,Element,3,Debuff,Venom,4,Debuff,Restrain,4,Debuff,Insane,4,,,,BrightExplosion
865,,Investigation Report,Null,3,Protect,Null,600,Damage,Debuff,4,,,,,,,Delay,Exhaust,,Files
866,,Disinformation,Null,1,Sacrifice,Restrain,6,Debuff,Confuse,1,Debuff,Intelligence,1,Debuff,Wind,1,,,,Convince
867,,Paintblade Style,Null,2,Damage,Strength,5,Damage,Restrain,0,Debuff,Restrain,5,,,,Combo,,,PaintBrush
868,,Drakeblood Greatsword,Null,3,Damage,MaxHP,1,Damage,Strength,4,Damage,Intelligence,4,Damage,Agility,4,Combo,Draw,Exhaust,DrippingKnife
869,,Seductive Kiss,Null,1,Debuff,Wind,2,Debuff,Insane,6,Debuff,Confuse,2,,,,,,,Charm
870,,Monsters Bane,Null,1,Sacrifice,MaxHP,2,Vulnerable,Protect,3,Damage,Strength,7,,,,Charge,,,ScreenImpact
871,,Scarlet Execution,Null,2,Sacrifice,MaxHP,4,Damage,Strength,7,Damage,Agility,7,,,,Exhaust,,,CrossMark
872,,Pile Bunker,Null,1,Vulnerable,Fire,2,Damage,Strength,6,Debuff,Fire,2,,,,,,,CoiledNail
873,,Fusion Sword: Burtgang,Null,2,Damage,Element,2,,,,,,,,,,Strength,Intelligence,Combo,TrinityBlades
874,,Demonic Gaze,Null,2,Sacrifice,MaxHP,2,Debuff,Thunder,3,Debuff,Dark,2,Debuff,Water,2,Curse,,,Gaze
875,,Dragon Creations,Null,1,Damage,Intelligence,2,Damage,Intelligence,2,Debuff,Insane,4,,,,Multiply,Action,,CosmicEgg
876,,Funky Aroma,Null,2,Debuff,Thunder,3,Debuff,Slack,1,,,,,,,,,,Incense
877,,Lucky Coin,Null,0,InstantBoost,Dice,2,Protect,Intelligence,3,Vulnerable,Intelligence,2,Damage,Intelligence,3,Dice,,,CoinFlip
878,,~help,Null,1,InstantBoost,Certain,1,InstantBoost,Guard,1,Heal,MaxHP,3,,,,Action,Charge,,Discord
879,,~chars Queen Slime,Null,1,Buff,Element,2,Debuff,Element,2,,,,,,,Dice,Combo,,Discord
880,,Tentacles Massage,Null,1,Damage,Strength,3,Damage,Agility,3,Damage,Intelligence,3,Debuff,Slack,1,Combo,,,Tentacles
881,,PTSD,Curse,1,Curse,Dark,3,Debuff,Dark,3,,,,,,,Curse,,,Depress
882,,Time Warp,Null,1,InstantBoost,Direct,1,InstantBoost,Agility,1,Sacrifice,Insane,4,Sacrifice,Thunder,1,,,,Run
883,,Ligament Cut,Null,1,Vulnerable,Bleed,1,Damage,Agility,2,Debuff,Bleed,1,,,,,,,DrippingKnife
884,,Dragonborne,Null,1,Sacrifice,MaxHP,2,Damage,Element,2,,,,,,,Agility,Combo,Exhaust,HypersonicBolt
885,,Incoherent Mumbling,Medium,0,Debuff,Insane,3,Sacrifice,Insane,1,,,,,,,,,,Mute
886,,Summon . Eldritch Abomination,Null,3,Sacrifice,MaxHP,2,Damage,Intelligence,6,Debuff,Insane,15,Sacrifice,Insane,15,Debuff,Draw,Exhaust,MagicPortal
887,,Eldritch Sorcery,Null,1,Damage,Intelligence,2,Damage,Intelligence,2,Debuff,Insane,4,Sacrifice,Insane,4,Curse,,,MagicPalm
888,,Danse Macabre,Null,1,Heal,Strength,4,Heal,Agility,4,Heal,Intelligence,4,Sacrifice,Insane,5,,,,Run
889,,Clear Blue Sky,Null,2,Damage,Agility,4,Damage,Agility,4,Damage,Agility,5,,,,Fire,LifeSteal,Exhaust,FlameSpin
890,,Thunderclap and Flash,Null,1,InstantBoost,Agility,6,Damage,Agility,5,,,,,,,Thunder,Action,Direct,FocusedLightning
891,,Waterfall Basin,Null,1,Vulnerable,Protect,1,Protect,Agility,4,Damage,Agility,3,,,,Water,,,BigWave
892,,Slice 'n' Dice,Null,0,Damage,Strength,3,Damage,Strength,3,Debuff,Injury,2,,,,Action,,,CrossSlash
893,,Fire Infuse,Master,2,Buff,Fire,5,,,,,,,,,,,,,Fire
894,,Water Infuse,Master,2,Buff,Water,5,,,,,,,,,,,,,Water
895,,Thunder Infuse,Master,2,Buff,Thunder,5,,,,,,,,,,,,,Thunder
896,,Earth Infuse,Master,2,Buff,Earth,5,,,,,,,,,,,,,Earth
897,,Wind Infuse,Master,2,Buff,Wind,5,,,,,,,,,,,,,Wind
898,,Light Infuse,Master,2,Buff,Light,5,,,,,,,,,,,,,Light
899,,Dark Infuse,Master,2,Buff,Dark,5,,,,,,,,,,,,,Dark
900,,Power Snatch,Master,0,Sacrifice,MaxHP,1,Buff,Strength,1,Vulnerable,Protect,2,Debuff,Strength,1,,,,Grab
901,,Hexenbane,Null,2,Damage,Null,1500,,,,,,,,,,Buff,Debuff,,RelicBlade
902,,Fast Attack,Null,0,Damage,Agility,3,Damage,Agility,2,Damage,Agility,1,,,,Action,,,DoubleSlash
903,,Strong Attack,Null,1,Damage,Strength,6,,,,,,,,,,Action,,,Slash
904,,Elemental Signs,Null,1,Vulnerable,Protect,2,Vulnerable,Intelligence,1,Damage,Intelligence,4,Debuff,Element,1,,,,RuneStone
905,,Dodging and Rolling,Null,0,InstantBoost,Guard,0,InstantBoost,MaxHP,1,InstantBoost,Strength,1,InstantBoost,Agility,1,Combo,,,Run
906,,Nullify Lamp,Null,1,Protect,Element,1,Vulnerable,Restrain,0,Debuff,Slack,1,,,,Exhaust,,,LanternFlame
907,,Fish Bone Cleave,Null,1,Vulnerable,Multiply,0,Damage,Strength,4,Damage,Agility,4,Debuff,Bleed,1,Combo,,,SerratedSlash
908,,Fork Thrust,Null,1,Vulnerable,Protect,5,Damage,Agility,4,Damage,Intelligence,4,Debuff,Injury,3,Combo,,,ScreenImpact
909,,Newspaper Smash,Null,1,Damage,Strength,4,Damage,Intelligence,4,Debuff,Wind,2,Debuff,Insane,6,Combo,,,HeavyFall
910,,Burning Stake,Null,1,Vulnerable,Protect,3,Debuff,Fire,1,Debuff,Restrain,5,,,,,,,StakeHammer
911,,Mallues Maleficarum,Null,2,Vulnerable,Protect,7,Vulnerable,Restrain,0,Debuff,Restrain,10,,,,Exhaust,,,Book
912,,Immolation,Null,1,Buff,Fire,1,Damage,MaxHP,2,Debuff,Fire,2,Sacrifice,Dark,2,Fire,,,FlameTunnel
913,,Inquisition,Null,1,Debuff,Dark,2,Debuff,Insane,5,Debuff,Restrain,5,Debuff,Bleed,2,,,,Scales
914,,Justice Bash,Null,2,Damage,MaxHP,1,Damage,MaxHP,1,Damage,MaxHP,2,Damage,MaxHP,2,Light,Charge,,HeavyFall
915,,Black Nova,Null,3,Damage,Dark,3,,,,,,,,,,Dark,Draw,Exhaust,UnstableOrb
916,,Play Dumb,Null,0,Sacrifice,MaxHP,1,Damage,Intelligence,3,Debuff,Confuse,1,,,,Exhaust,,,Uncertainty
917,,Key Vote,Null,1,Damage,Intelligence,6,,,,,,,,,,Buff,Charge,Exhaust,Vote
918,,Awake & Action,Null,1,Protect,Debuff,0,Heal,Intelligence,2,Damage,Intelligence,4,,,,Dice,Buff,Charge,SemiClosedEye
919,,Job Craft,Null,2,Buff,Element,1,Damage,Intelligence,5,Damage,Strength,5,,,,Dice,Delay,,GlowingHands
920,,Ability Craft,Null,2,Buff,Element,1,Damage,Strength,5,Damage,Intelligence,5,,,,Dice,Delay,,GlowingHands
921,,Dimension Slash,Null,1,Sacrifice,MaxHP,1,Vulnerable,Protect,10,Damage,Null,700,,,,,,,SerratedSlash
922,,Dimension Seal,Null,1,Sacrifice,MaxHP,1,Vulnerable,Restrain,0,Debuff,Restrain,7,Debuff,Light,1,Exhaust,,,MagicPortal
923,,Thousand Swords Storm,Null,2,Damage,MaxHP,1,Damage,Strength,2,Damage,Agility,2,Damage,Intelligence,2,Multiply,LifeSteal,,MultiSword
924,,Move Copy,Null,1,Sacrifice,MaxHP,2,Sacrifice,Multiply,1,,,,,,,,,,ShadowFollower
925,,Focused Thrust,Null,1,Vulnerable,Agility,5,Damage,Agility,5,,,,,,,,,,ScreenImpact
926,,Lethal Strike,Null,2,Damage,Null,500,,,,,,,,,,Draw,Charge,,Fission
927,,You're tough,Null,1,Protect,Element,2,Protect,Injury,0,Vulnerable,Protect,5,Vulnerable,Strength,4,Exhaust,,,Silence
928,,I like you,Null,1,InstantBoost,Charge,0,Sacrifice,Multiply,0,,,,,,,Exhaust,,,Silence
929,,Puppet Control,Null,1,Damage,Agility,3,Damage,Agility,3,Debuff,Restrain,2,Debuff,Injury,2,,,,Puppet
930,,Poisonous Fog,Null,1,Debuff,Wind,2,Debuff,Light,1,Debuff,Venom,5,,,,,,,Venom
931,,Performance of Hundred Puppets,Null,2,Damage,Agility,3,Damage,Agility,3,Damage,Venom,2,Debuff,Bleed,1,Multiply,Exhaust,,BackUp
932,,Emperor's Mind Game,Null,1,Protect,Debuff,0,Damage,MaxHP,1,Debuff,Confuse,1,,,,,,,SemiClosedEye
933,,All for Me,Null,3,Protect,Null,500,Heal,Buff,4,Damage,Debuff,4,Sacrifice,Thunder,2,Exhaust,,,AllForOne
934,,Gentle Touch,Null,0,InstantBoost,Protect,2,InstantBoost,MaxHP,2,Damage,Null,1,,,,,,,Pointing
935,,Softness Overcome Hardness,Null,1,Buff,Guard,0,Heal,MaxHP,2,Damage,MaxHP,2,,,,Delay,,,Hand
936,,Eight Trigrams Palms,Null,1,Damage,MaxHP,1,Damage,MaxHP,1,Debuff,Restrain,3,,,,Multiply,,,YinYang
937,,Elegant Strike,Null,1,InstantBoost,Strength,3,Damage,Strength,6,,,,,,,Strength,,,HeavyFall
938,,Banana,Null,0,Buff,Strength,1,Buff,Agility,1,Buff,Intelligence,1,Heal,Null,350,,,,Banana
939,,Monkey Business,Null,1,InstantBoost,Agility,4,Debuff,Light,1,Debuff,Confuse,1,,,,,,,Clown
940,,Immobilizing Skill,Null,0,Vulnerable,Protect,3,Debuff,Restrain,5,Debuff,Thunder,1,,,,,,,Seal
941,,Samadhi Fire,Null,2,Damage,Strength,4,Damage,Strength,4,Damage,Strength,3,Debuff,Fire,3,Fire,,,FlameLeaf
942,,Piercing Eyes,Null,1,Protect,Light,0,InstantBoost,Certain,1,InstantBoost,Charge,0,Vulnerable,Protect,3,,,,Gaze
943,,Jingu Bang,Null,3,Vulnerable,Agility,4,Damage,Agility,8,Debuff,Injury,4,,,,Combo,,,HeavyFall
944,,Three Pointed Double Edged Blade,Null,1,Vulnerable,Protect,5,Damage,Strength,6,Debuff,Injury,5,Debuff,Bleed,3,,,,HarpoonTrident
945,,Phantom Blade Aura,Null,2,Protect,Agility,2,Damage,Agility,3,Damage,Agility,3,Damage,Agility,2,Dark,Multiply,Exhaust,GooeySword
946,,Phantom Blades Realm,Null,3,Damage,Agility,5,Damage,Agility,4,Damage,Agility,3,,,,Dark,Draw,Exhaust,TrinityBlades
947,,Suki! Aishiteru!,Null,3,Debuff,Element,6,Debuff,Wind,1,Debuff,Confuse,1,,,,,,,MusicNotes
948,,Panda EDM,Null,1,Protect,Intelligence,3,Heal,Intelligence,3,Debuff,Injury,3,,,,Multiply,Exhaust,,Panda
949,,I Gonna Sing!,Null,1,Buff,Draw,1,Buff,Action,1,Debuff,Slack,1,Sacrifice,Slack,1,Dice,,,MusicNotes
950,,Grudge Assault,Null,2,Sacrifice,MaxHP,2,Damage,Debuff,4,,,,,,,Sacrifice,,,Grab
951,,Burning Glare,Null,1,Vulnerable,Light,2,Debuff,Fire,1,Debuff,Light,1,Debuff,Insane,4,,,,EclipseFlare
952,,Supper!,Null,1,Vulnerable,Bleed,1,Debuff,Dark,3,,,,,,,,,,RabbitHead
953,,Slaughter Mode,Null,1,InstantBoost,Charge,0,Buff,Strength,1,Buff,Agility,2,,,,,,,RabbitHead
954,,Behead With Teeth,Null,2,Vulnerable,Bleed,1,Damage,Strength,4,Damage,Agility,5,Debuff,Bleed,2,Humanoid,,,Decapitation
955,,Summary Execution,Null,3,Discard,MaxHP,1,Debuff,Injury,5,,,,,,,Humanoid,Exhaust,,PowerRevolt
956,,Force Arrest,Null,1,Vulnerable,Restrain,0,Debuff,Restrain,4,Debuff,Thunder,1,,,,,,,Restrain
957,,Sudden Invitation,Null,1,Vulnerable,Protect,5,Debuff,Confuse,1,Debuff,Thunder,3,,,,,,,Scroll
958,,Tea Not Wine,Null,0,Protect,Dark,0,Buff,Strength,2,Buff,Intelligence,3,Heal,Null,500,Exhaust,,,WineGlass
959,,Party Is Over!,Null,2,Damage,MaxHP,3,Debuff,Dark,3,Debuff,Slack,1,,,,Buff,,,ShatteredGlass
960,,Heaven Earth Split,Null,3,Vulnerable,MaxHP,1,Damage,MaxHP,3,Debuff,Injury,6,,,,Draw,,,Earth
961,,Nature's Rage,Null,1,Vulnerable,Earth,1,Discard,Intelligence,1,Debuff,Earth,1,,,,Earth,,,EarthCrack
962,,Super Remedy,Null,0,Protect,Element,2,Protect,Null,800,,,,,,,Combo,Exhaust,,Remedy
963,,Great Axe Sweep,Null,2,Buff,Strength,1,InstantBoost,Certain,1,Damage,Strength,7,Debuff,Injury,4,,,,BattleAxe
964,,Earth Temblor,Null,3,Damage,Strength,5,Damage,Strength,5,Damage,MaxHP,2,Debuff,Wind,3,Earth,Charge,,EarthCrack
965,,Banana Leaf Fan,Null,2,Discard,Buff,2,InstantBoost,Agility,4,Damage,Agility,7,Debuff,Wind,2,Wind,,,WindSlap
966,,Howling Wind,Null,3,Buff,Wind,2,Damage,Wind,3,Debuff,Injury,2,Debuff,Bleed,2,Wind,Buff,,WindHole
967,,Bet,Medium,0,InstantBoost,Dice,2,,,,,,,,,,,,,Token
968,,Double Down,High,1,InstantBoost,Dice,4,,,,,,,,,,,,,TwoCoins
969,,Gambler's Fallacy,Null,1,Sacrifice,MaxHP,1,Buff,Draw,1,InstantBoost,Dice,2,,,,Dice,,,PokerHand
970,,Hot Hands Fallacy,Master,1,InstantBoost,Element,1,InstantBoost,Dice,2,Vulnerable,Protect,2,Damage,Agility,4,Dice,Combo,,PokerHand
971,,Cold Hands Fallacy,Master,1,InstantBoost,Direct,1,InstantBoost,Dice,2,Protect,Intelligence,2,Heal,Intelligence,2,Dice,Combo,,PokerHand
972,,Jackpot,Null,3,InstantBoost,Dice,10,Heal,Null,1000,Damage,Null,1000,,,,Exhaust,,,ManyCoins
973,,All-In,Null,3,Sacrifice,MaxHP,2,Sacrifice,Null,0,InstantBoost,Dice,5,Damage,MaxHP,8,Dice,Exhaust,,ManyCoins
974,,Ruthless Beat Up,Null,2,Damage,Strength,3,Damage,Strength,3,Damage,Strength,3,Damage,Strength,3,Strength,Action,,Punches
975,,Beg Me,Null,1,Buff,Strength,2,Vulnerable,Protect,4,Debuff,Dark,2,,,,,,,Silence
976,,Trick Or Treat,Null,0,Damage,Strength,2,Damage,Agility,2,Damage,Intelligence,2,,,,Combo,Dice,,PumpkinLantern
977,,Pumpkin Pie,Null,1,Protect,Element,1,InstantBoost,Charge,0,Heal,MaxHP,5,,,,Combo,Exhaust,,PieSlice
978,,Paralyzing Lick,Null,0,Damage,Agility,2,Debuff,Thunder,1,,,,,,,,,,Tongue
979,,Pumpkin Cannon,Null,3,Vulnerable,Strength,4,Damage,Strength,7,Debuff,Injury,5,Debuff,Confuse,1,,,,PumpkinLantern
980,,Plasma Punch,Null,3,Vulnerable,Multiply,0,Protect,Intelligence,6,Damage,Strength,7,Debuff,Thunder,1,Thunder,Combo,,PunchBlast
981,,Trio Hand Drill,Null,1,Vulnerable,Protect,5,Damage,Protect,5,Damage,Strength,3,Damage,Strength,2,Action,Matter,,Drill
982,,Soul Stealer Sword,Null,1,Vulnerable,Agility,2,Damage,Agility,6,Debuff,Bleed,1,Debuff,Water,1,LifeSteal,,,DrippingSword
983,,Hanauta Sancho: Yahazu Giri,Null,3,Damage,Bleed,0,Damage,Agility,7,Debuff,Bleed,2,Debuff,Water,1,Fire,Buff,Exhaust,CrossSlash
984,,Runic Love Spell,Null,1,Debuff,Element,3,Debuff,Insane,3,Debuff,Restrain,3,Debuff,Confuse,1,Dice,,,SelfLove
985,,Mega Paw Zone,Null,4,InstantBoost,Direct,1,Protect,Direct,0,Sacrifice,Restrain,10,Sacrifice,Slack,1,Exhaust,,,PawPrint
986,,Meow Meow Ultimate,Null,3,Vulnerable,Protect,3,Damage,Debuff,3,Debuff,Element,2,Sacrifice,Slack,1,Dark,Draw,Exhaust,PawPrint
987,,Happy Halloween!,Null,0,Debuff,Element,10,,,,,,,,,,Combo ,Exhaust,,Silence
988,,Free Charge,Null,0,InstantBoost,Charge,0,,,,,,,,,,Exhaust,,,Charge
989,,Free Guard,Null,0,InstantBoost,Guard,0,,,,,,,,,,Exhaust,,,Guard
990,,Free Block,Null,0,Protect,MaxHP,2,,,,,,,,,,Exhaust,,,HandShield
991,,Relic Craft,Null,2,Buff,Element,1,Damage,Strength,4,Damage,Agility,4,Damage,Intelligence,4,Dice,Delay,,GlowingHands
992,,Blood Offering,Curse,1,Sacrifice,MaxHP,2,Buff,Element,2,Debuff,Element,2,Sacrifice,Bleed,1,Curse,Dice,,Bleed
993,,Voodoo Magic,Curse,1,Sacrifice,MaxHP,1,Damage,Intelligence,6,Debuff,Element,1,,,,Curse,,,Curse
994,,Ebony & Ivory,Null,0,Damage,Agility,2,Damage,Agility,2,Damage,Agility,1,Damage,Agility,1,,,,Dual Gun
995,,Stinger,Null,1,Vulnerable,Protect,2,Vulnerable,Agility,2,Vulnerable,Strength,2,Damage,Strength,6,Combo,,,PointySword
996,,Devil Trigger,Null,2,Buff,Strength,2,Buff,Agility,2,InstantBoost,Strength,8,InstantBoost,Agility,8,Combo,Exhaust,,Power
997,,Voodoo End,Null,3,Sacrifice,Null,0,Discard,Curse,3,,,,,,,Curse,Exhaust,,Curse
998,,Repeater Crossbow,High,0,Damage,Agility,3,Damage,Agility,3,Debuff,Bleed,1,,,,,,,Crossbow
999,,Miniature Bombs,High,1,Vulnerable,Strength,4,Damage,Strength,3,Damage,Strength,3,,,,,,,Bomb
1000,,Cannon Arm,Null,2,Damage,Strength,8,Debuff,Wind,1,,,,,,,Exhaust,,,IonCannonBlast
1001,,Dragon Slayer Sword,Null,2,InstantBoost,Strength,5,Damage,Strength,8,,,,,,,Creature,,,PiercingSword
1002,,Dragon Fang,High,1,Damage,Agility,5,Damage,Strength,4,Debuff,Bleed,3,,,,,,,Bite
1003,,Extreme Starved,Null,1,Sacrifice,MaxHP,2,InstantBoost,Action,1,Debuff,Venom,8,Sacrifice,Venom,5,Exhaust,,,Swallow
1004,,Perfect Calculation,Null,1,InstantBoost,Draw,1,Buff,Agility,1,InstantBoost,Intelligence,3,,,,Combo,,,Processor
1005,,Deathtrap,Null,3,Vulnerable,Agility,3,Damage,Agility,5,Debuff,Venom,10,Debuff,Restrain,10,Draw,Exhaust,,DeathZone
1006,,Celestial Flame,Null,1,Buff,Fire,1,Vulnerable,Fire,4,InstantBoost,Dice,2,,,,Dice,,,Fire
1007,,Celestial Rock,Null,1,Buff,Earth,1,Vulnerable,Earth,4,InstantBoost,Dice,2,,,,Dice,,,Earth
1008,,Celestial Wind,Null,1,Buff,Wind,1,Vulnerable,Wind,4,InstantBoost,Dice,2,,,,Dice,,,Wind
1009,,Celestial Water,Null,1,Buff,Water,1,Vulnerable,Water,4,InstantBoost,Dice,2,,,,Dice,,,Water
1013,,Balance of Judgment,Null,2,Discard,Buff,4,Heal,Buff,3,,,,,,,Wind,Fire,Buff,Scales
1014,,Aqua Restraint,Null,1,Vulnerable,Water,3,Vulnerable,Agility,3,Damage,Agility,4,Debuff,Restrain,7,Water,,,Restrain
1015,,Heart Piercing Arrow,Null,2,Vulnerable,Protect,8,Vulnerable,Agility,5,Damage,Strength,7,,,,Fire,Combo,,PiercedBody
1016,,Violent Dance,Null,3,Damage,Earth,2,Damage,Agility,2,Damage,Agility,2,Damage,Agility,2,Earth,Agility,,CrossSlash
